ACCIDENT_NO,SURFACE_COND_DESC,SURFACE_INDEX
T20120002598,Dry,1.0
T20120002601,Dry,1.0
T20120002602,Dry,1.0
T20120002606,Dry,1.0
T20120002608,Dry,1.0
T20120002615,Dry,1.0
T20120002618,Dry,1.0
T20120002623,Dry,1.0
T20120002624,Dry,1.0
T20120002627,Dry,1.0
T20120002629,Wet,2.0
T20120002631,Dry,1.0
T20120002632,Dry,1.0
T20120002638,Dry,1.0
T20120002644,Dry,1.0
T20120002649,Dry,1.0
T20120002651,Dry,1.0
T20120002655,Dry,1.0
T20120002658,Dry,1.0
T20120002660,Dry,1.0
T20120002661,Dry,1.0
T20120002662,Dry,1.0
T20120002663,Dry,1.0
T20120002664,Dry,1.0
T20120002667,Dry,1.0
T20120002668,Dry,1.0
T20120002670,Dry,1.0
T20120002671,Dry,1.0
T20120002672,Dry,1.0
T20120002674,Dry,1.0
T20120002675,Dry,1.0
T20120002676,Dry,1.0
T20120002677,Dry,1.0
T20120002678,Dry,1.0
T20120002680,Dry,1.0
T20120002684,Dry,1.0
T20120002686,Dry,1.0
T20120002688,Dry,1.0
T20120002689,Dry,1.0
T20120002690,Dry,1.0
T20120002694,Dry,1.0
T20120002698,Dry,1.0
T20120002701,Dry,1.0
T20120002703,Dry,1.0
T20120002709,Dry,1.0
T20120002712,Dry,1.0
T20120002717,Dry,1.0
T20120002720,Dry,1.0
T20120002723,Dry,1.0
T20120002724,Dry,1.0
T20120002726,Dry,1.0
T20120002732,Dry,1.0
T20120002735,Dry,1.0
T20120002737,Dry,1.0
T20120002738,Dry,1.0
T20120002739,Dry,1.0
T20120002742,Dry,1.0
T20120002743,Dry,1.0
T20120002746,Dry,1.0
T20120002748,Dry,1.0
T20120002749,Dry,1.0
T20120002750,Dry,1.0
T20120002751,Wet,2.0
T20120002754,Dry,1.0
T20120002759,Dry,1.0
T20120002761,Wet,2.0
T20120002763,Dry,1.0
T20120002766,Wet,2.0
T20120002767,Dry,1.0
T20120002772,Wet,2.0
T20120002773,Wet,2.0
T20120002776,Dry,1.0
T20120002777,Dry,1.0
T20120002778,Wet,2.0
T20120002779,Dry,1.0
T20120002782,Dry,1.0
T20120002784,Wet,2.0
T20120002787,Dry,1.0
T20120002791,Dry,1.0
T20120002794,Dry,1.0
T20120002799,Dry,1.0
T20120002805,Dry,1.0
T20120002809,Dry,1.0
T20120002810,Dry,1.0
T20120002811,Dry,1.0
T20120002812,Wet,2.0
T20120002815,Dry,1.0
T20120002816,Dry,1.0
T20120002818,Dry,1.0
T20120002824,Dry,1.0
T20120002825,Dry,1.0
T20120002826,Dry,1.0
T20120002827,Dry,1.0
T20120002828,Dry,1.0
T20120002829,Dry,1.0
T20120002831,Dry,1.0
T20120002835,Dry,1.0
T20120002838,Dry,1.0
T20120002839,Dry,1.0
T20120002841,Dry,1.0
T20120002843,Dry,1.0
T20120002845,Dry,1.0
T20120002846,Dry,1.0
T20120002852,Dry,1.0
T20120002854,Dry,1.0
T20120002855,Dry,1.0
T20120002856,Dry,1.0
T20120002858,Dry,1.0
T20120002862,Dry,1.0
T20120002863,Icy,5.0
T20120002864,Dry,1.0
T20120002865,Dry,1.0
T20120002866,Dry,1.0
T20120002867,Dry,1.0
T20120002868,Dry,1.0
T20120002869,Dry,1.0
T20120002872,Dry,1.0
T20120002874,Dry,1.0
T20120002877,Dry,1.0
T20120002880,Dry,1.0
T20120002882,Dry,1.0
T20120002884,Dry,1.0
T20120002886,Dry,1.0
T20120002887,Dry,1.0
T20120002888,Dry,1.0
T20120002889,Dry,1.0
T20120002890,Dry,1.0
T20120002891,Dry,1.0
T20120002894,Dry,1.0
T20120002899,Dry,1.0
T20120002900,Dry,1.0
T20120002901,Dry,1.0
T20120002903,Dry,1.0
T20120002906,Dry,1.0
T20120002907,Dry,1.0
T20120002908,Dry,1.0
T20120002911,Dry,1.0
T20120002912,Dry,1.0
T20120002914,Dry,1.0
T20120002917,Dry,1.0
T20120002918,Dry,1.0
T20120002920,Dry,1.0
T20120002921,Dry,1.0
T20120002922,Dry,1.0
T20120002923,Dry,1.0
T20120002926,Dry,1.0
T20120002927,Dry,1.0
T20120002932,Dry,1.0
T20120002937,Dry,1.0
T20120002938,Dry,1.0
T20120002939,Dry,1.0
T20120002941,Dry,1.0
T20120002952,Dry,1.0
T20120002953,Dry,1.0
T20120002955,Dry,1.0
T20120002958,Dry,1.0
T20120002959,Dry,1.0
T20120002960,Dry,1.0
T20120002961,Dry,1.0
T20120002965,Dry,1.0
T20120002966,Dry,1.0
T20120002968,Dry,1.0
T20120002969,Dry,1.0
T20120002970,Dry,1.0
T20120002972,Dry,1.0
T20120002976,Dry,1.0
T20120002977,Dry,1.0
T20120002978,Dry,1.0
T20120002979,Wet,2.0
T20120002980,Dry,1.0
T20120002982,Dry,1.0
T20120002986,Dry,1.0
T20120002987,Dry,1.0
T20120002988,Dry,1.0
T20120002993,Dry,1.0
T20120002997,Dry,1.0
T20120002998,Dry,1.0
T20120002999,Dry,1.0
T20120003001,Dry,1.0
T20120003003,Dry,1.0
T20120003004,Dry,1.0
T20120003007,Dry,1.0
T20120003008,Dry,1.0
T20120003009,Dry,1.0
T20120003012,Dry,1.0
T20120003019,Wet,2.0
T20120003024,Dry,1.0
T20120003026,Dry,1.0
T20120003030,Dry,1.0
T20120003031,Dry,1.0
T20120003035,Dry,1.0
T20120003037,Dry,1.0
T20120003040,Dry,1.0
T20120003041,Dry,1.0
T20120003044,Dry,1.0
T20120003046,Dry,1.0
T20120003053,Dry,1.0
T20120003055,Dry,1.0
T20120003056,Dry,1.0
T20120003062,Dry,1.0
T20120003063,Dry,1.0
T20120003066,Dry,1.0
T20120003067,Dry,1.0
T20120003069,"Wet, Icy",4.0
T20120003070,Dry,1.0
T20120003071,Dry,1.0
T20120003072,Dry,1.0
T20120003076,Dry,1.0
T20120003077,Dry,1.0
T20120003081,Dry,1.0
T20120003083,Dry,1.0
T20120003088,Dry,1.0
T20120003092,Dry,1.0
T20120003095,Dry,1.0
T20120003097,Dry,1.0
T20120003099,Dry,1.0
T20120003100,Dry,1.0
T20120003103,Dry,1.0
T20120003105,Dry,1.0
T20120003106,Dry,1.0
T20120003107,Dry,1.0
T20120003108,Dry,1.0
T20120003110,Dry,1.0
T20120003113,Dry,1.0
T20120003115,Dry,1.0
T20120003124,Dry,1.0
T20120003126,Dry,1.0
T20120003131,Dry,1.0
T20120003132,Dry,1.0
T20120003135,Dry,1.0
T20120003139,Dry,1.0
T20120003141,Dry,1.0
T20120003142,Dry,1.0
T20120003143,Dry,1.0
T20120003147,Dry,1.0
T20120003152,Dry,1.0
T20120003154,Dry,1.0
T20120003156,Dry,1.0
T20120003157,Dry,1.0
T20120003158,Dry,1.0
T20120003163,Wet,2.0
T20120003164,Dry,1.0
T20120003165,Dry,1.0
T20120003169,Dry,1.0
T20120003170,Dry,1.0
T20120003171,Wet,2.0
T20120003172,Dry,1.0
T20120003174,Dry,1.0
T20120003175,Dry,1.0
T20120003176,Dry,1.0
T20120003177,Dry,1.0
T20120003179,Dry,1.0
T20120003181,Dry,1.0
T20120003186,Dry,1.0
T20120003187,Dry,1.0
T20120003188,Dry,1.0
T20120003192,Dry,1.0
T20120003194,Dry,1.0
T20120003197,Dry,1.0
T20120003202,Dry,1.0
T20120003205,Dry,1.0
T20120003206,Dry,1.0
T20120003208,Dry,1.0
T20120003210,Dry,1.0
T20120003211,Dry,1.0
T20120003214,Dry,1.0
T20120003219,Dry,1.0
T20120003223,Dry,1.0
T20120003225,Dry,1.0
T20120003232,Dry,1.0
T20120003233,Dry,1.0
T20120003242,Dry,1.0
T20120003244,Dry,1.0
T20120003245,Dry,1.0
T20120003252,Dry,1.0
T20120003253,Dry,1.0
T20120003254,Dry,1.0
T20120003256,Dry,1.0
T20120003257,Dry,1.0
T20120003258,Dry,1.0
T20120003259,Dry,1.0
T20120003263,Wet,2.0
T20120003266,Wet,2.0
T20120003267,Dry,1.0
T20120003270,Dry,1.0
T20120003271,Dry,1.0
T20120003275,Dry,1.0
T20120003276,Dry,1.0
T20120003277,Wet,2.0
T20120003279,Wet,2.0
T20120003280,Wet,2.0
T20120003283,Dry,1.0
T20120003285,Wet,2.0
T20120003292,Dry,1.0
T20120003295,Wet,2.0
T20120003297,Dry,1.0
T20120003299,Wet,2.0
T20120003301,Dry,1.0
T20120003302,Dry,1.0
T20120003303,Dry,1.0
T20120003304,Dry,1.0
T20120003305,Dry,1.0
T20120003306,Wet,2.0
T20120003308,Dry,1.0
T20120003312,Dry,1.0
T20120003313,Dry,1.0
T20120003314,Wet,2.0
T20120003317,Dry,1.0
T20120003326,Wet,2.0
T20120003327,Dry,1.0
T20120003328,Wet,2.0
T20120003334,Dry,1.0
T20120003335,Dry,1.0
T20120003336,Dry,1.0
T20120003337,Dry,1.0
T20120003338,Dry,1.0
T20120003343,Dry,1.0
T20120003345,Dry,1.0
T20120003346,Wet,2.0
T20120003349,Wet,2.0
T20120003350,Dry,1.0
T20120003352,Wet,2.0
T20120003357,Dry,1.0
T20120003360,Dry,1.0
T20120003361,Dry,1.0
T20120003362,Dry,1.0
T20120003363,Dry,1.0
T20120003369,Dry,1.0
T20120003371,Dry,1.0
T20120003372,Dry,1.0
T20120003374,Dry,1.0
T20120003375,Dry,1.0
T20120003380,Dry,1.0
T20120003381,Dry,1.0
T20120003384,Dry,1.0
T20120003385,Dry,1.0
T20120003386,Dry,1.0
T20120003387,Dry,1.0
T20120003394,Dry,1.0
T20120003396,Wet,2.0
T20120003397,"Wet, Muddy",2.67
T20120003398,Dry,1.0
T20120003399,Wet,2.0
T20120003400,Dry,1.0
T20120003402,Dry,1.0
T20120003403,Wet,2.0
T20120003408,Dry,1.0
T20120003409,Dry,1.0
T20120003415,Dry,1.0
T20120003423,Dry,1.0
T20120003424,Wet,2.0
T20120003425,Dry,1.0
T20120003432,Dry,1.0
T20120003434,Dry,1.0
T20120003439,Dry,1.0
T20120003440,Wet,2.0
T20120003443,Dry,1.0
T20120003445,Dry,1.0
T20120003447,Dry,1.0
T20120003449,Dry,1.0
T20120003450,Dry,1.0
T20120003452,Dry,1.0
T20120003453,Dry,1.0
T20120003464,Dry,1.0
T20120003466,Dry,1.0
T20120003467,Dry,1.0
T20120003468,Dry,1.0
T20120003469,Dry,1.0
T20120003471,Dry,1.0
T20120003475,Dry,1.0
T20120003476,Wet,2.0
T20120003478,Dry,1.0
T20120003482,Dry,1.0
T20120003485,Dry,1.0
T20120003486,Dry,1.0
T20120003487,Wet,2.0
T20120003490,Dry,1.0
T20120003493,Dry,1.0
T20120003494,Dry,1.0
T20120003496,Dry,1.0
T20120003499,Dry,1.0
T20120003500,Dry,1.0
T20120003503,Dry,1.0
T20120003510,Dry,1.0
T20120003511,Dry,1.0
T20120003512,Dry,1.0
T20120003513,Dry,1.0
T20120003516,Dry,1.0
T20120003521,Dry,1.0
T20120003528,Dry,1.0
T20120003529,Dry,1.0
T20120003531,Dry,1.0
T20120003538,Dry,1.0
T20120003540,Dry,1.0
T20120003542,Dry,1.0
T20120003543,Dry,1.0
T20120003544,Dry,1.0
T20120003546,Dry,1.0
T20120003548,Dry,1.0
T20120003549,Dry,1.0
T20120003550,Dry,1.0
T20120003553,Dry,1.0
T20120003556,Dry,1.0
T20120003559,Dry,1.0
T20120003560,Dry,1.0
T20120003561,Dry,1.0
T20120003563,Dry,1.0
T20120003564,Dry,1.0
T20120003566,Dry,1.0
T20120003567,Dry,1.0
T20120003569,Dry,1.0
T20120003571,Dry,1.0
T20120003573,Dry,1.0
T20120003575,Dry,1.0
T20120003577,Dry,1.0
T20120003579,Dry,1.0
T20120003580,Dry,1.0
T20120003581,Dry,1.0
T20120003583,Dry,1.0
T20120003584,Dry,1.0
T20120003585,Dry,1.0
T20120003587,Dry,1.0
T20120003592,Dry,1.0
T20120003593,Dry,1.0
T20120003595,Dry,1.0
T20120003599,Dry,1.0
T20120003600,Dry,1.0
T20120003601,Dry,1.0
T20120003603,Dry,1.0
T20120003609,Dry,1.0
T20120003611,Dry,1.0
T20120003619,Dry,1.0
T20120003625,Dry,1.0
T20120003627,Wet,2.0
T20120003631,Dry,1.0
T20120003632,Dry,1.0
T20120003634,Dry,1.0
T20120003637,Dry,1.0
T20120003639,Wet,2.0
T20120003640,Dry,1.0
T20120003641,Dry,1.0
T20120003642,Dry,1.0
T20120003643,Dry,1.0
T20120003646,Dry,1.0
T20120003650,Dry,1.0
T20120003651,Dry,1.0
T20120003652,Dry,1.0
T20120003653,Dry,1.0
T20120003658,Dry,1.0
T20120003662,Dry,1.0
T20120003664,Dry,1.0
T20120003666,Dry,1.0
T20120003667,Dry,1.0
T20120003673,Wet,2.0
T20120003677,Dry,1.0
T20120003679,Dry,1.0
T20120003681,Dry,1.0
T20120003682,Dry,1.0
T20120003683,Dry,1.0
T20120003684,Dry,1.0
T20120003686,Dry,1.0
T20120003687,Dry,1.0
T20120003690,Dry,1.0
T20120003692,Dry,1.0
T20120003698,Wet,2.0
T20120003700,Dry,1.0
T20120003701,Dry,1.0
T20120003705,Dry,1.0
T20120003710,Dry,1.0
T20120003712,Dry,1.0
T20120003716,Dry,1.0
T20120003717,Dry,1.0
T20120003718,Dry,1.0
T20120003723,Dry,1.0
T20120003724,Dry,1.0
T20120003725,Dry,1.0
T20120003727,Dry,1.0
T20120003728,Dry,1.0
T20120003730,Dry,1.0
T20120003731,Wet,2.0
T20120003732,Wet,2.0
T20120003733,Dry,1.0
T20120003737,Wet,2.0
T20120003738,Wet,2.0
T20120003739,Dry,1.0
T20120003740,Wet,2.0
T20120003742,Wet,2.0
T20120003743,Wet,2.0
T20120003746,Wet,2.0
T20120003747,Wet,2.0
T20120003750,Wet,2.0
T20120003753,Dry,1.0
T20120003757,Wet,2.0
T20120003758,Wet,2.0
T20120003759,Dry,1.0
T20120003760,Wet,2.0
T20120003765,Wet,2.0
T20120003766,Wet,2.0
T20120003768,Dry,1.0
T20120003771,Wet,2.0
T20120003772,Wet,2.0
T20120003780,Dry,1.0
T20120003781,Dry,1.0
T20120003783,Dry,1.0
T20120003785,Dry,1.0
T20120003796,Dry,1.0
T20120003798,Dry,1.0
T20120003799,Dry,1.0
T20120003800,Dry,1.0
T20120003801,Dry,1.0
T20120003802,Dry,1.0
T20120003803,Dry,1.0
T20120003808,Wet,2.0
T20120003810,Wet,2.0
T20120003814,Dry,1.0
T20120003816,Dry,1.0
T20120003819,Wet,2.0
T20120003820,Dry,1.0
T20120003822,Dry,1.0
T20120003823,Dry,1.0
T20120003825,Wet,2.0
T20120003826,Dry,1.0
T20120003827,Dry,1.0
T20120003832,Dry,1.0
T20120003835,Dry,1.0
T20120003836,Dry,1.0
T20120003839,Dry,1.0
T20120003840,Dry,1.0
T20120003842,Dry,1.0
T20120003844,Dry,1.0
T20120003845,Dry,1.0
T20120003846,Dry,1.0
T20120003850,Dry,1.0
T20120003852,Dry,1.0
T20120003853,Dry,1.0
T20120003854,Dry,1.0
T20120003855,Dry,1.0
T20120003861,Dry,1.0
T20120003863,Dry,1.0
T20120003864,Dry,1.0
T20120003867,Dry,1.0
T20120003869,Dry,1.0
T20120003875,Dry,1.0
T20120003876,Dry,1.0
T20120003883,Dry,1.0
T20120003884,Dry,1.0
T20120003885,Dry,1.0
T20120003887,Dry,1.0
T20120003889,Dry,1.0
T20120003893,Dry,1.0
T20120003898,Dry,1.0
T20120003901,Dry,1.0
T20120003902,Dry,1.0
T20120003903,Dry,1.0
T20120003904,Dry,1.0
T20120003910,Dry,1.0
T20120003915,Dry,1.0
T20120003918,Dry,1.0
T20120003919,Dry,1.0
T20120003920,Dry,1.0
T20120003921,Dry,1.0
T20120003925,Dry,1.0
T20120003926,Dry,1.0
T20120003928,Dry,1.0
T20120003930,Dry,1.0
T20120003931,Dry,1.0
T20120003934,Dry,1.0
T20120003938,Dry,1.0
T20120003941,Dry,1.0
T20120003942,Dry,1.0
T20120003944,Dry,1.0
T20120003948,Dry,1.0
T20120003950,Dry,1.0
T20120003955,Dry,1.0
T20120003957,Dry,1.0
T20120003958,Dry,1.0
T20120003961,Dry,1.0
T20120003962,Dry,1.0
T20120003963,Dry,1.0
T20120003964,Dry,1.0
T20120003969,Dry,1.0
T20120003972,Dry,1.0
T20120003976,Dry,1.0
T20120003981,Dry,1.0
T20120003982,Dry,1.0
T20120003983,Dry,1.0
T20120003987,Dry,1.0
T20120003989,Dry,1.0
T20120003991,Wet,2.0
T20120003992,Dry,1.0
T20120003993,Wet,2.0
T20120003997,Dry,1.0
T20120003998,Wet,2.0
T20120003999,Dry,1.0
T20120004000,Dry,1.0
T20120004001,Dry,1.0
T20120004002,Dry,1.0
T20120004005,Dry,1.0
T20120004011,Dry,1.0
T20120004014,Dry,1.0
T20120004015,Dry,1.0
T20120004018,Muddy,3.0
T20120004023,Dry,1.0
T20120004025,Dry,1.0
T20120004026,Dry,1.0
T20120004028,Dry,1.0
T20120004033,Dry,1.0
T20120004039,Dry,1.0
T20120004040,Dry,1.0
T20120004041,Dry,1.0
T20120004042,Dry,1.0
T20120004044,Dry,1.0
T20120004045,Dry,1.0
T20120004047,Dry,1.0
T20120004050,Dry,1.0
T20120004057,Wet,2.0
T20120004058,Dry,1.0
T20120004060,Dry,1.0
T20120004063,Dry,1.0
T20120004072,Dry,1.0
T20120004075,Dry,1.0
T20120004080,Dry,1.0
T20120004081,Wet,2.0
T20120004083,Dry,1.0
T20120004086,Wet,2.0
T20120004088,Dry,1.0
T20120004089,Dry,1.0
T20120004093,Dry,1.0
T20120004095,Dry,1.0
T20120004102,Dry,1.0
T20120004104,Dry,1.0
T20120004107,Dry,1.0
T20120004108,Wet,2.0
T20120004111,Dry,1.0
T20120004112,Dry,1.0
T20120004113,Dry,1.0
T20120004119,Dry,1.0
T20120004125,Wet,2.0
T20120004126,Dry,1.0
T20120004127,Dry,1.0
T20120004131,Dry,1.0
T20120004134,Dry,1.0
T20120004135,Dry,1.0
T20120004139,Wet,2.0
T20120004141,Dry,1.0
T20120004147,Dry,1.0
T20120004149,Dry,1.0
T20120004153,Dry,1.0
T20120004164,Dry,1.0
T20120004165,Dry,1.0
T20120004168,Dry,1.0
T20120004175,Dry,1.0
T20120004178,Wet,2.0
T20120004179,Dry,1.0
T20120004181,Dry,1.0
T20120004187,Dry,1.0
T20120004190,Dry,1.0
T20120004197,Dry,1.0
T20120004198,Dry,1.0
T20120004199,Dry,1.0
T20120004200,Dry,1.0
T20120004201,Dry,1.0
T20120004203,Dry,1.0
T20120004204,Dry,1.0
T20120004205,Dry,1.0
T20120004206,Dry,1.0
T20120004207,Dry,1.0
T20120004208,Dry,1.0
T20120004209,Dry,1.0
T20120004213,Dry,1.0
T20120004215,Dry,1.0
T20120004217,Dry,1.0
T20120004222,Dry,1.0
T20120004224,Dry,1.0
T20120004225,Dry,1.0
T20120004226,Dry,1.0
T20120004227,Dry,1.0
T20120004235,Dry,1.0
T20120004237,Dry,1.0
T20120004240,Wet,2.0
T20120004243,Dry,1.0
T20120004244,Dry,1.0
T20120004247,Dry,1.0
T20120004248,Dry,1.0
T20120004249,Dry,1.0
T20120004250,Dry,1.0
T20120004251,Dry,1.0
T20120004252,Dry,1.0
T20120004255,Dry,1.0
T20120004256,Dry,1.0
T20120004260,Dry,1.0
T20120004263,Dry,1.0
T20120004265,Dry,1.0
T20120004272,Dry,1.0
T20120004273,Dry,1.0
T20120004275,Wet,2.0
T20120004280,Dry,1.0
T20120004281,Dry,1.0
T20120004282,Dry,1.0
T20120004283,Dry,1.0
T20120004284,Dry,1.0
T20120004285,Dry,1.0
T20120004288,Dry,1.0
T20120004289,Dry,1.0
T20120004295,Dry,1.0
T20120004299,Dry,1.0
T20120004300,Dry,1.0
T20120004301,Dry,1.0
T20120004302,Dry,1.0
T20120004303,Dry,1.0
T20120004305,Dry,1.0
T20120004309,Dry,1.0
T20120004311,Dry,1.0
T20120004314,Dry,1.0
T20120004316,Dry,1.0
T20120004318,Dry,1.0
T20120004320,Dry,1.0
T20120004324,Dry,1.0
T20120004326,Dry,1.0
T20120004327,Dry,1.0
T20120004330,Dry,1.0
T20120004331,Dry,1.0
T20120004332,Dry,1.0
T20120004333,Wet,2.0
T20120004337,Dry,1.0
T20120004340,Dry,1.0
T20120004342,Dry,1.0
T20120004343,Dry,1.0
T20120004345,Dry,1.0
T20120004346,Dry,1.0
T20120004349,Dry,1.0
T20120004350,Dry,1.0
T20120004353,Dry,1.0
T20120004357,Dry,1.0
T20120004358,Dry,1.0
T20120004363,Dry,1.0
T20120004364,Dry,1.0
T20120004365,Dry,1.0
T20120004366,Dry,1.0
T20120004368,Dry,1.0
T20120004371,Dry,1.0
T20120004373,Dry,1.0
T20120004374,Dry,1.0
T20120004375,Dry,1.0
T20120004380,Dry,1.0
T20120004382,Dry,1.0
T20120004388,Dry,1.0
T20120004393,Dry,1.0
T20120004394,Dry,1.0
T20120004395,Dry,1.0
T20120004398,Dry,1.0
T20120004399,Dry,1.0
T20120004400,Dry,1.0
T20120004401,Dry,1.0
T20120004405,Dry,1.0
T20120004407,Wet,2.0
T20120004408,Dry,1.0
T20120004409,Dry,1.0
T20120004412,Dry,1.0
T20120004416,Dry,1.0
T20120004417,Dry,1.0
T20120004418,Dry,1.0
T20120004420,Dry,1.0
T20120004422,Dry,1.0
T20120004424,Dry,1.0
T20120004427,Dry,1.0
T20120004428,Dry,1.0
T20120004431,Dry,1.0
T20120004432,Dry,1.0
T20120004433,Dry,1.0
T20120004436,Dry,1.0
T20120004437,Dry,1.0
T20120004440,Dry,1.0
T20120004441,Dry,1.0
T20120004442,Dry,1.0
T20120004445,Dry,1.0
T20120004446,Dry,1.0
T20120004447,Dry,1.0
T20120004448,Dry,1.0
T20120004449,Dry,1.0
T20120004450,Dry,1.0
T20120004456,Dry,1.0
T20120004458,Dry,1.0
T20120004459,Dry,1.0
T20120004460,Dry,1.0
T20120004461,Dry,1.0
T20120004462,Dry,1.0
T20120004464,Dry,1.0
T20120004467,Dry,1.0
T20120004470,Dry,1.0
T20120004472,Dry,1.0
T20120004473,Dry,1.0
T20120004475,Dry,1.0
T20120004476,Dry,1.0
T20120004478,Dry,1.0
T20120004481,Dry,1.0
T20120004484,Dry,1.0
T20120004485,Dry,1.0
T20120004486,Dry,1.0
T20120004487,Dry,1.0
T20120004490,Dry,1.0
T20120004493,Dry,1.0
T20120004494,Dry,1.0
T20120004495,Dry,1.0
T20120004496,Dry,1.0
T20120004498,Dry,1.0
T20120004499,Dry,1.0
T20120004503,Dry,1.0
T20120004504,Dry,1.0
T20120004506,Dry,1.0
T20120004508,Dry,1.0
T20120004510,Dry,1.0
T20120004511,Dry,1.0
T20120004514,Dry,1.0
T20120004516,Dry,1.0
T20120004519,Dry,1.0
T20120004522,Dry,1.0
T20120004524,Dry,1.0
T20120004529,Dry,1.0
T20120004530,Dry,1.0
T20120004531,Dry,1.0
T20120004534,Dry,1.0
T20120004535,Dry,1.0
T20120004537,Dry,1.0
T20120004540,Dry,1.0
T20120004542,Dry,1.0
T20120004543,Dry,1.0
T20120004546,Dry,1.0
T20120004547,Dry,1.0
T20120004558,Dry,1.0
T20120004559,Dry,1.0
T20120004560,Dry,1.0
T20120004564,Dry,1.0
T20120004565,Dry,1.0
T20120004568,Dry,1.0
T20120004569,Dry,1.0
T20120004570,Dry,1.0
T20120004572,Dry,1.0
T20120004575,Dry,1.0
T20120004576,Dry,1.0
T20120004577,Dry,1.0
T20120004579,Dry,1.0
T20120004580,Dry,1.0
T20120004582,Dry,1.0
T20120004583,Dry,1.0
T20120004585,Dry,1.0
T20120004589,Dry,1.0
T20120004590,Dry,1.0
T20120004591,Dry,1.0
T20120004592,Dry,1.0
T20120004595,Dry,1.0
T20120004599,Dry,1.0
T20120004605,Dry,1.0
T20120004610,Dry,1.0
T20120004613,Dry,1.0
T20120004614,Dry,1.0
T20120004615,Dry,1.0
T20120004619,Dry,1.0
T20120004620,Dry,1.0
T20120004621,Dry,1.0
T20120004622,Dry,1.0
T20120004623,Dry,1.0
T20120004624,Dry,1.0
T20120004626,Dry,1.0
T20120004627,Dry,1.0
T20120004630,Dry,1.0
T20120004631,Dry,1.0
T20120004632,Dry,1.0
T20120004633,Dry,1.0
T20120004634,Dry,1.0
T20120004636,Dry,1.0
T20120004637,Dry,1.0
T20120004638,Dry,1.0
T20120004639,Dry,1.0
T20120004643,Dry,1.0
T20120004644,Dry,1.0
T20120004646,Muddy,3.0
T20120004652,Dry,1.0
T20120004654,Dry,1.0
T20120004655,Dry,1.0
T20120004656,Dry,1.0
T20120004657,Dry,1.0
T20120004658,Dry,1.0
T20120004661,Dry,1.0
T20120004662,Wet,2.0
T20120004663,Dry,1.0
T20120004668,Wet,2.0
T20120004669,Dry,1.0
T20120004670,Dry,1.0
T20120004671,Wet,2.0
T20120004672,Wet,2.0
T20120004675,Wet,2.0
T20120004676,Dry,1.0
T20120004677,Wet,2.0
T20120004679,Wet,2.0
T20120004681,Wet,2.0
T20120004684,Wet,2.0
T20120004685,Wet,2.0
T20120004691,Dry,1.0
T20120004692,Wet,2.0
T20120004693,Wet,2.0
T20120004694,Dry,1.0
T20120004695,Dry,1.0
T20120004696,Wet,2.0
T20120004697,Wet,2.0
T20120004698,Wet,2.0
T20120004699,Dry,1.0
T20120004700,Wet,2.0
T20120004701,Dry,1.0
T20120004702,Wet,2.0
T20120004704,Wet,2.0
T20120004705,Wet,2.0
T20120004707,Dry,1.0
T20120004708,Wet,2.0
T20120004709,Wet,2.0
T20120004710,Wet,2.0
T20120004713,Wet,2.0
T20120004714,Wet,2.0
T20120004717,Wet,2.0
T20120004718,Wet,2.0
T20120004729,Dry,1.0
T20120004730,Wet,2.0
T20120004731,Dry,1.0
T20120004732,Wet,2.0
T20120004734,Wet,2.0
T20120004738,Wet,2.0
T20120004740,Dry,1.0
T20120004744,Wet,2.0
T20120004746,Wet,2.0
T20120004748,Dry,1.0
T20120004751,Wet,2.0
T20120004752,Wet,2.0
T20120004754,Wet,2.0
T20120004755,Wet,2.0
T20120004758,Dry,1.0
T20120004759,Dry,1.0
T20120004764,Dry,1.0
T20120004766,Wet,2.0
T20120004767,Dry,1.0
T20120004768,Wet,2.0
T20120004770,Wet,2.0
T20120004773,Wet,2.0
T20120004776,Wet,2.0
T20120004778,Wet,2.0
T20120004781,Dry,1.0
T20120004783,Wet,2.0
T20120004786,Wet,2.0
T20120004792,Wet,2.0
T20120004793,Wet,2.0
T20120004794,Wet,2.0
T20120004795,Dry,1.0
T20120004797,Dry,1.0
T20120004802,Wet,2.0
T20120004803,Wet,2.0
T20120004804,Wet,2.0
T20120004805,Wet,2.0
T20120004807,Dry,1.0
T20120004813,Wet,2.0
T20120004814,Wet,2.0
T20120004817,Dry,1.0
T20120004818,Wet,2.0
T20120004822,Wet,2.0
T20120004823,Dry,1.0
T20120004824,Wet,2.0
T20120004825,Dry,1.0
T20120004827,Wet,2.0
T20120004828,Wet,2.0
T20120004830,Wet,2.0
T20120004831,Dry,1.0
T20120004836,Dry,1.0
T20120004837,Wet,2.0
T20120004840,Wet,2.0
T20120004842,Wet,2.0
T20120004852,Dry,1.0
T20120004854,Wet,2.0
T20120004855,Dry,1.0
T20120004857,Wet,2.0
T20120004858,Dry,1.0
T20120004859,Dry,1.0
T20120004860,Wet,2.0
T20120004867,Dry,1.0
T20120004871,Dry,1.0
T20120004872,Wet,2.0
T20120004873,Wet,2.0
T20120004874,Dry,1.0
T20120004879,Wet,2.0
T20120004884,Wet,2.0
T20120004886,Dry,1.0
T20120004887,Wet,2.0
T20120004888,Dry,1.0
T20120004889,Dry,1.0
T20120004890,Dry,1.0
T20120004891,Dry,1.0
T20120004892,Dry,1.0
T20120004893,Dry,1.0
T20120004894,Wet,2.0
